cycle,range_bin,doppler_bin,output_hex
1275725000,30,25,00ccfe61
1275735000,30,26,00970046
1275745000,30,27,ff900028
1275755000,30,28,ffda006a
1275765000,30,29,002cfee3
1275775000,30,30,00ac01a7
1275785000,30,31,fe9dfe95
1280855000,31,0,01c1ff0c
1280865000,31,1,feb0ff8f
1280875000,31,2,001d0240
1280885000,31,3,00a8feb3
1280895000,31,4,fea10020
1280905000,31,5,fff1ff4a
1280915000,31,6,010f02d8
1280925000,31,7,fdbcfb56
1280935000,31,8,022d0482
1280945000,31,9,fed1fd42
1280955000,31,10,0096018b
1280965000,31,11,ffe70026
1280975000,31,12,0066ff6e
1280985000,31,13,000500a5
1280995000,31,14,ffcbffc7
1281005000,31,15,ffef0014
1281015000,31,16,0097fe42
1281025000,31,17,ff140321
1281035000,31,18,ffddfdf6
1281045000,31,19,00680093
1281055000,31,20,0015ff56
1281065000,31,21,01bd00ec
1281075000,31,22,fdfbff10
1281085000,31,23,00700166
1281095000,31,24,019ffedc
1281105000,31,25,fd530036
1281115000,31,26,01e4ffa7
1281125000,31,27,feb10150
1281135000,31,28,0138fec8
1281145000,31,29,fe9dff75
1281155000,31,30,02af01c1
1281165000,31,31,fd95fecc
1286235000,32,0,00b200a5
1286245000,32,1,002efe31
1286255000,32,2,ff2e016f
1286265000,32,3,ff22ff44
1286275000,32,4,01d40095
1286285000,32,5,fe0cfe66
1286295000,32,6,01d302c3
1286305000,32,7,fc9dfe90
1286315000,32,8,037efff7
1286325000,32,9,fe75ff30
1286335000,32,10,00bd0206
1286345000,32,11,fd2bfea1
1286355000,32,12,04b10138
1286365000,32,13,fd93ff4f
1286375000,32,14,002a00b6
1286385000,32,15,0001000f
1286395000,32,16,ff3afef9
1286405000,32,17,01780029
1286415000,32,18,ffc4010f
1286425000,32,19,000cfed8
1286435000,32,20,004a012b
1286445000,32,21,febefdc8
1286455000,32,22,016f0173
1286465000,32,23,ff3b0034
1286475000,32,24,00caff23
1286485000,32,25,ff7100f2
1286495000,32,26,ff31ff64
1286505000,32,27,002f009f
1286515000,32,28,00b5ffa8
1286525000,32,29,ff9f011f
1286535000,32,30,01dcfd64
1286545000,32,31,fe370129
1291615000,33,0,00bcfd3c
1291625000,33,1,fe680104
1291635000,33,2,00cdffe2
1291645000,33,3,006cff33
1291655000,33,4,fede012f
1291665000,33,5,00d4fdd8
1291675000,33,6,001802e0
1291685000,33,7,ff52fd8a
1291695000,33,8,00b301ad
1291705000,33,9,fe7bff88
1291715000,33,10,00b20107
1291725000,33,11,ff14fde7
1291735000,33,12,02c20328
1291745000,33,13,fdbefe48
1291755000,33,14,00b10080
1291765000,33,15,ffb8feb8
1291775000,33,16,004201a8
1291785000,33,17,0204feb6
1291795000,33,18,fccd0058
1291805000,33,19,02d6007d
1291815000,33,20,ff140091
1291825000,33,21,fec4fe4a
